TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,100.0,100.0,100.0,87.5,70.0,90.0,67.5,50.0,75.0,100.0,95.0,100.0,100.0,100.0,100.0
-120,100.0,100.0,100.0,82.5,75.0,95.0,57.5,45.0,85.0,97.5,95.0,100.0,100.0,100.0,100.0
-100,100.0,100.0,100.0,90.0,85.0,90.0,60.0,35.0,85.0,100.0,95.0,100.0,100.0,100.0,100.0
-90,100.0,100.0,100.0,95.0,95.0,95.0,67.5,55.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0
-80,100.0,100.0,100.0,87.5,85.0,95.0,85.0,60.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0
-75,,,,,,,,,,,,,,,
-70,100.0,100.0,100.0,92.5,80.0,95.0,70.0,60.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0
-60,100.0,100.0,100.0,95.0,90.0,95.0,62.5,45.0,85.0,100.0,95.0,100.0,100.0,100.0,100.0
-50,100.0,100.0,100.0,90.0,85.0,95.0,82.5,65.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0
-45,100.0,100.0,100.0,95.0,90.0,95.0,87.5,80.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0
-40,100.0,100.0,100.0,95.0,90.0,95.0,80.0,75.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0
-35,100.0,100.0,100.0,95.0,95.0,95.0,77.5,70.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0
-30,100.0,100.0,100.0,82.5,70.0,95.0,82.5,65.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0
-25,100.0,100.0,100.0,90.0,80.0,95.0,77.5,70.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
-20,100.0,100.0,100.0,75.0,70.0,80.0,100.0,95.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
-16,,,,,,,,,,,,,,,
-15,100.0,100.0,100.0,82.5,75.0,85.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
-14,100.0,100.0,100.0,82.5,75.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-13,100.0,100.0,100.0,87.5,85.0,90.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
-12,100.0,100.0,100.0,90.0,90.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-11,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-10,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
10,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
11,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
12,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0
15,100.0,100.0,100.0,100.0,95.0,100.0,100.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
16,,,,,,,,,,,,,,,
20,100.0,100.0,100.0,87.5,85.0,95.0,90.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,100.0,95.0,100.0,87.5,85.0,90.0,87.5,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
30,100.0,100.0,100.0,80.0,60.0,85.0,97.5,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
35,100.0,100.0,100.0,72.5,60.0,75.0,90.0,85.0,100.0,100.0,95.0,100.0,100.0,95.0,100.0
40,100.0,100.0,100.0,82.5,65.0,95.0,87.5,70.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0
