TimeDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-140,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,25.0,100.0
-120,95.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,5.0,100.0
-100,85.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,55.0
-90,75.0,65.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,20.0,100.0
-80,75.0,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,20.0,95.0
-70,90.0,70.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,25.0,70.0
-60,95.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,15.0,75.0
-50,97.5,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,50.0,55.0
-40,92.5,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,35.0,55.0
-30,57.5,40.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,40.0
-20,72.5,55.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,60.0
-10,77.5,45.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,50.0,95.0
0,37.5,15.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,100.0,100.0,100.0
10,77.5,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,62.5,25.0,80.0
20,82.5,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,15.0,50.0
30,52.5,20.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,10.0,45.0
40,87.5,65.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,70.0,65.0,90.0
50,90.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,40.0,70.0
60,80.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,45.0,85.0
70,100.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,90.0
80,100.0,85.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,75.0
90,95.0,55.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,20.0,75.0
100,80.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,50.0
120,100.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,25.0,100.0
140,95.0,55.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,90.0
